state,date,PM2.5
Tamil Nadu,2016-08-31,28.595
Tamil Nadu,2016-09-01,30.82
Tamil Nadu,2016-09-02,42.16
Tamil Nadu,2016-09-03,36.8
Tamil Nadu,2016-09-04,31.964999999999996
Tamil Nadu,2016-09-05,26.75
Tamil Nadu,2016-09-06,51.705
Tamil Nadu,2016-09-07,36.255
Tamil Nadu,2016-09-08,42.37
Tamil Nadu,2016-09-09,38.87
Tamil Nadu,2016-09-10,43.955
Tamil Nadu,2016-09-11,36.265
Tamil Nadu,2016-09-12,41.33
Tamil Nadu,2016-09-13,44.76
Tamil Nadu,2016-09-14,33.015
Tamil Nadu,2016-09-15,26.79
Tamil Nadu,2016-09-16,24.54
Tamil Nadu,2016-09-17,34.155
Tamil Nadu,2016-09-18,29.160000000000004
Tamil Nadu,2016-09-19,28.525
Tamil Nadu,2016-09-20,22.2
Tamil Nadu,2016-09-21,16.18
Tamil Nadu,2016-09-22,12.79
Tamil Nadu,2016-09-23,20.09
Tamil Nadu,2016-09-24,18.35
Tamil Nadu,2016-09-25,24.87
Tamil Nadu,2016-09-26,33.32
Tamil Nadu,2016-09-27,31.93
Tamil Nadu,2016-09-28,45.71
Tamil Nadu,2016-09-29,40.61
Tamil Nadu,2016-09-30,38.14
Tamil Nadu,2016-10-01,35.96
Tamil Nadu,2016-10-03,33.05
Tamil Nadu,2016-10-04,34.06
Tamil Nadu,2016-10-05,29.14
Tamil Nadu,2016-10-06,60.14
Tamil Nadu,2016-10-07,51.01
Tamil Nadu,2016-10-08,36.09
Tamil Nadu,2016-10-09,38.46
Tamil Nadu,2016-10-10,44.91
Tamil Nadu,2016-10-11,32.16
Tamil Nadu,2016-10-12,45.11
Tamil Nadu,2016-10-13,81.45
Tamil Nadu,2016-10-14,60.89
Tamil Nadu,2016-10-15,62.96
Tamil Nadu,2016-10-16,60.19
Tamil Nadu,2016-10-17,66.69
Tamil Nadu,2016-10-18,78.52
Tamil Nadu,2016-10-19,63.07
Tamil Nadu,2016-10-20,80.58
Tamil Nadu,2016-10-21,73.75
Tamil Nadu,2016-10-22,80.18
Tamil Nadu,2016-10-23,87.04
Tamil Nadu,2016-10-24,81.0
Tamil Nadu,2016-10-25,85.73
Tamil Nadu,2016-10-26,92.64
Tamil Nadu,2016-10-27,98.0
Tamil Nadu,2016-10-28,132.38
Tamil Nadu,2016-10-29,114.08
Tamil Nadu,2016-10-30,67.86
Tamil Nadu,2016-10-31,49.57
Tamil Nadu,2016-11-01,52.28
Tamil Nadu,2016-11-02,47.86
Tamil Nadu,2016-11-03,35.54
Tamil Nadu,2016-11-04,57.22
Tamil Nadu,2016-11-05,66.29
Tamil Nadu,2016-11-06,80.11
Tamil Nadu,2016-11-07,71.86
Tamil Nadu,2016-11-08,80.49
Tamil Nadu,2016-11-09,83.26
Tamil Nadu,2016-11-10,71.16
Tamil Nadu,2016-11-11,76.21
Tamil Nadu,2016-11-12,82.67
Tamil Nadu,2016-11-13,42.54
Tamil Nadu,2016-11-14,29.08
Tamil Nadu,2016-11-15,34.55
Tamil Nadu,2016-11-16,55.67
Tamil Nadu,2016-11-17,66.57
Tamil Nadu,2016-11-18,62.58
Tamil Nadu,2016-11-19,71.55
Tamil Nadu,2016-11-20,58.21
Tamil Nadu,2016-11-21,63.87
Tamil Nadu,2016-11-22,83.29
Tamil Nadu,2016-11-23,88.08
Tamil Nadu,2016-11-24,65.565
Tamil Nadu,2016-11-25,75.37
Tamil Nadu,2016-11-26,82.55
Tamil Nadu,2016-11-27,101.77
Tamil Nadu,2016-11-28,92.41
Tamil Nadu,2016-11-29,91.15
Tamil Nadu,2016-11-30,94.8
Tamil Nadu,2016-12-01,74.73
Tamil Nadu,2016-12-02,43.52
Tamil Nadu,2016-12-03,27.93
Tamil Nadu,2016-12-04,45.98
Tamil Nadu,2016-12-05,45.48
Tamil Nadu,2016-12-06,54.12
Tamil Nadu,2016-12-07,48.91
Tamil Nadu,2016-12-08,59.74
Tamil Nadu,2016-12-09,80.55
Tamil Nadu,2016-12-10,84.69
Tamil Nadu,2016-12-11,77.14
Tamil Nadu,2016-12-12,51.17
Tamil Nadu,2016-12-30,63.65
Tamil Nadu,2016-12-31,84.04
Tamil Nadu,2017-01-01,44.56
Tamil Nadu,2017-01-02,40.9
Tamil Nadu,2017-01-03,42.31
Tamil Nadu,2017-01-04,41.5
Tamil Nadu,2017-01-05,72.86
Tamil Nadu,2017-01-06,82.48
Tamil Nadu,2017-01-07,58.09
Tamil Nadu,2017-01-08,50.17
Tamil Nadu,2017-01-09,44.1
Tamil Nadu,2017-01-10,293.43
Tamil Nadu,2017-01-11,55.2
Tamil Nadu,2017-01-12,169.75
Tamil Nadu,2017-01-13,144.02
Tamil Nadu,2017-01-14,69.97
Tamil Nadu,2017-01-15,55.97
Tamil Nadu,2017-01-16,62.53
Tamil Nadu,2017-01-17,80.76
Tamil Nadu,2017-01-18,55.43
Tamil Nadu,2017-01-19,50.27
Tamil Nadu,2017-01-20,64.06
Tamil Nadu,2017-01-21,36.85
Tamil Nadu,2017-01-22,57.05
Tamil Nadu,2017-01-23,73.27
Tamil Nadu,2017-01-24,56.51
Tamil Nadu,2017-01-25,66.54
Tamil Nadu,2017-01-26,43.6
Tamil Nadu,2017-01-27,36.16
Tamil Nadu,2017-01-28,21.64
Tamil Nadu,2017-01-29,36.77
Tamil Nadu,2017-01-30,38.73
Tamil Nadu,2017-01-31,100.68
Tamil Nadu,2017-02-01,45.13
Tamil Nadu,2017-02-02,52.59
Tamil Nadu,2017-02-03,50.38
Tamil Nadu,2017-02-04,67.15
Tamil Nadu,2017-02-05,77.17
Tamil Nadu,2017-02-06,72.94
Tamil Nadu,2017-02-07,83.86
Tamil Nadu,2017-02-08,80.59
Tamil Nadu,2017-02-09,91.75
Tamil Nadu,2017-02-10,89.0
Tamil Nadu,2017-02-11,84.05
Tamil Nadu,2017-02-12,56.6
Tamil Nadu,2017-02-13,54.94
Tamil Nadu,2017-02-14,45.2
Tamil Nadu,2017-02-15,63.51
Tamil Nadu,2017-02-16,63.42
Tamil Nadu,2017-02-17,77.03
Tamil Nadu,2017-02-18,71.15
Tamil Nadu,2017-02-19,71.72
Tamil Nadu,2017-02-20,50.86
Tamil Nadu,2017-02-21,51.46
Tamil Nadu,2017-02-22,56.59
Tamil Nadu,2017-02-23,42.42
Tamil Nadu,2017-02-24,45.27
Tamil Nadu,2017-02-25,37.91
Tamil Nadu,2017-02-26,44.1
Tamil Nadu,2017-02-27,59.53
Tamil Nadu,2017-02-28,65.96
Tamil Nadu,2017-03-01,82.44
Tamil Nadu,2017-03-02,72.86
Tamil Nadu,2017-03-03,63.96
Tamil Nadu,2017-03-04,40.43
Tamil Nadu,2017-03-05,34.07
Tamil Nadu,2017-03-06,36.92
Tamil Nadu,2017-03-07,36.88
Tamil Nadu,2017-03-08,62.57
Tamil Nadu,2017-03-09,31.34
Tamil Nadu,2017-03-10,227.17
Tamil Nadu,2017-03-11,62.95
Tamil Nadu,2017-03-12,33.53
Tamil Nadu,2017-03-13,23.54
Tamil Nadu,2017-03-14,29.17
Tamil Nadu,2017-03-15,53.27
Tamil Nadu,2017-03-16,286.08
Tamil Nadu,2017-03-17,37.43
Tamil Nadu,2017-03-18,26.43
Tamil Nadu,2017-03-19,88.83
Tamil Nadu,2017-03-20,29.53
Tamil Nadu,2017-03-21,25.53
Tamil Nadu,2017-03-22,35.25
Tamil Nadu,2017-03-23,36.76
Tamil Nadu,2017-03-24,52.62
Tamil Nadu,2017-03-25,80.48
Tamil Nadu,2017-03-26,74.46
Tamil Nadu,2017-03-27,60.44
Tamil Nadu,2017-03-28,39.11
Tamil Nadu,2017-03-29,35.04
Tamil Nadu,2017-03-30,37.42
Tamil Nadu,2017-03-31,35.34
Tamil Nadu,2017-04-01,34.69
Tamil Nadu,2017-04-02,37.57
Tamil Nadu,2017-04-03,44.33
Tamil Nadu,2017-04-04,40.56
Tamil Nadu,2017-04-05,48.62
Tamil Nadu,2017-04-06,36.85
Tamil Nadu,2017-04-07,41.16
Tamil Nadu,2017-04-08,61.68
Tamil Nadu,2017-04-09,34.28
Tamil Nadu,2017-04-10,53.6
Tamil Nadu,2017-04-11,67.15
Tamil Nadu,2017-04-12,37.05
Tamil Nadu,2017-04-13,49.49
Tamil Nadu,2017-04-14,45.09
Tamil Nadu,2017-04-15,61.73
Tamil Nadu,2017-04-16,55.89
Tamil Nadu,2017-04-17,72.65
Tamil Nadu,2017-04-18,75.8
Tamil Nadu,2017-04-19,91.14
Tamil Nadu,2017-04-20,68.14
Tamil Nadu,2017-04-21,89.0
Tamil Nadu,2017-04-22,81.33
Tamil Nadu,2017-04-23,82.7
Tamil Nadu,2017-04-24,62.54
Tamil Nadu,2017-04-25,51.38
Tamil Nadu,2017-04-26,60.21
Tamil Nadu,2017-04-27,59.63
Tamil Nadu,2017-04-28,56.7
Tamil Nadu,2017-04-29,61.92
Tamil Nadu,2017-04-30,43.89
Tamil Nadu,2017-05-01,40.4
Tamil Nadu,2017-05-02,34.05
Tamil Nadu,2017-05-03,37.71
Tamil Nadu,2017-05-04,43.64
Tamil Nadu,2017-05-05,40.54
Tamil Nadu,2017-05-06,44.14
Tamil Nadu,2017-05-07,38.85
Tamil Nadu,2017-05-08,44.08
Tamil Nadu,2017-05-09,34.59
Tamil Nadu,2017-05-10,47.85
Tamil Nadu,2017-05-11,27.0
Tamil Nadu,2017-05-12,46.29
Tamil Nadu,2017-05-13,36.62
Tamil Nadu,2017-05-14,60.49
Tamil Nadu,2017-05-15,73.27
Tamil Nadu,2017-05-16,64.22
Tamil Nadu,2017-05-17,86.49
Tamil Nadu,2017-05-18,131.2
Tamil Nadu,2017-05-19,86.94
Tamil Nadu,2017-05-20,63.82
Tamil Nadu,2017-05-21,71.68
Tamil Nadu,2017-05-22,50.12
Tamil Nadu,2017-05-23,86.59
Tamil Nadu,2017-05-24,100.14
Tamil Nadu,2017-05-25,65.53
Tamil Nadu,2017-05-26,71.65
Tamil Nadu,2017-05-27,60.4
Tamil Nadu,2017-05-28,46.27
Tamil Nadu,2017-05-29,57.25
Tamil Nadu,2017-05-30,43.31
Tamil Nadu,2017-05-31,43.14
Tamil Nadu,2017-06-01,44.66
Tamil Nadu,2017-06-02,56.39
Tamil Nadu,2017-06-03,40.58
Tamil Nadu,2017-06-04,41.33
Tamil Nadu,2017-06-05,38.61
Tamil Nadu,2017-06-06,41.32
Tamil Nadu,2017-06-07,37.63
Tamil Nadu,2017-06-08,41.44
Tamil Nadu,2017-06-09,41.41
Tamil Nadu,2017-06-10,46.32
Tamil Nadu,2017-06-11,30.88
Tamil Nadu,2017-06-12,35.9
Tamil Nadu,2017-06-13,38.33
Tamil Nadu,2017-06-14,41.07
Tamil Nadu,2017-06-15,48.23
Tamil Nadu,2017-06-16,49.47
Tamil Nadu,2017-06-17,43.64
Tamil Nadu,2017-06-18,38.35
Tamil Nadu,2017-06-19,50.48
Tamil Nadu,2017-06-20,45.95
Tamil Nadu,2017-06-21,51.81
Tamil Nadu,2017-06-22,43.94
Tamil Nadu,2017-06-23,46.72
Tamil Nadu,2017-06-24,51.02
Tamil Nadu,2017-06-25,41.41
Tamil Nadu,2017-06-26,45.53
Tamil Nadu,2017-06-27,47.32
Tamil Nadu,2017-06-28,39.61
Tamil Nadu,2017-06-29,48.43
Tamil Nadu,2017-06-30,94.72
Tamil Nadu,2017-07-01,56.49
Tamil Nadu,2017-07-02,62.74
Tamil Nadu,2017-07-03,47.17
Tamil Nadu,2017-07-04,37.6
Tamil Nadu,2017-07-05,46.61
Tamil Nadu,2017-07-06,42.38
Tamil Nadu,2017-07-07,53.45
Tamil Nadu,2017-07-08,59.81
Tamil Nadu,2017-07-09,52.28
Tamil Nadu,2017-07-10,42.48
Tamil Nadu,2017-07-11,62.34
Tamil Nadu,2017-07-12,28.72
Tamil Nadu,2017-07-13,62.64
Tamil Nadu,2017-07-14,48.22
Tamil Nadu,2017-07-15,63.29
Tamil Nadu,2017-07-16,46.96
Tamil Nadu,2017-07-17,45.1
Tamil Nadu,2017-07-18,37.98
Tamil Nadu,2017-07-19,48.24
Tamil Nadu,2017-07-20,41.12
Tamil Nadu,2017-07-21,86.01
Tamil Nadu,2017-07-22,50.07
Tamil Nadu,2017-07-23,37.84
Tamil Nadu,2017-07-24,112.23
Tamil Nadu,2017-07-25,94.7
Tamil Nadu,2017-07-26,92.04
Tamil Nadu,2017-07-27,51.29
Tamil Nadu,2017-07-28,49.33
Tamil Nadu,2017-07-29,40.62
Tamil Nadu,2017-07-30,45.56
Tamil Nadu,2017-07-31,28.16
Tamil Nadu,2017-08-01,74.6
Tamil Nadu,2017-08-02,68.25
Tamil Nadu,2017-08-03,29.95
Tamil Nadu,2017-08-04,42.18
Tamil Nadu,2017-08-05,30.69
Tamil Nadu,2017-08-06,38.43
Tamil Nadu,2017-08-07,39.48
Tamil Nadu,2017-08-08,33.9
Tamil Nadu,2017-08-09,31.33
Tamil Nadu,2017-08-10,27.71
Tamil Nadu,2017-08-11,46.18
Tamil Nadu,2017-08-12,42.11
Tamil Nadu,2017-08-13,23.87
Tamil Nadu,2017-08-14,52.24
Tamil Nadu,2017-08-15,34.61
Tamil Nadu,2017-08-16,39.27
Tamil Nadu,2017-08-17,42.01
Tamil Nadu,2017-08-21,34.46
Tamil Nadu,2017-08-22,29.83
Tamil Nadu,2017-08-23,36.03
Tamil Nadu,2017-08-24,32.77
Tamil Nadu,2017-08-25,56.97
Tamil Nadu,2017-08-26,41.58
Tamil Nadu,2017-08-27,34.32
Tamil Nadu,2017-08-28,79.2
Tamil Nadu,2017-08-29,37.1
Tamil Nadu,2017-08-30,61.29
Tamil Nadu,2017-08-31,40.37
Tamil Nadu,2017-09-01,37.18
Tamil Nadu,2017-09-02,48.82
Tamil Nadu,2017-09-03,34.52
Tamil Nadu,2017-09-04,39.0
Tamil Nadu,2017-09-05,69.85
Tamil Nadu,2017-09-06,31.96
Tamil Nadu,2017-09-07,27.78
Tamil Nadu,2017-09-08,28.24
Tamil Nadu,2017-09-09,19.53
Tamil Nadu,2017-09-10,18.22
Tamil Nadu,2017-09-11,28.14
Tamil Nadu,2017-09-12,40.87
Tamil Nadu,2017-09-13,33.66
Tamil Nadu,2017-09-14,29.41
Tamil Nadu,2017-09-15,36.17
Tamil Nadu,2017-09-16,36.71
Tamil Nadu,2017-09-17,25.13
Tamil Nadu,2017-09-18,25.17
Tamil Nadu,2017-09-19,32.9
Tamil Nadu,2017-09-20,39.01
Tamil Nadu,2017-09-21,31.68
Tamil Nadu,2017-09-22,49.34
Tamil Nadu,2017-09-23,65.67
Tamil Nadu,2017-09-24,85.36
Tamil Nadu,2017-09-25,49.27
Tamil Nadu,2017-09-26,69.26
Tamil Nadu,2017-09-27,55.085
Tamil Nadu,2017-09-28,50.894999999999996
Tamil Nadu,2017-09-29,34.315
Tamil Nadu,2017-09-30,25.655
Tamil Nadu,2017-10-01,20.01
Tamil Nadu,2017-10-02,11.83
Tamil Nadu,2017-10-03,21.483333333333334
Tamil Nadu,2017-10-04,17.0
Tamil Nadu,2017-10-05,23.263333333333332
Tamil Nadu,2017-10-06,33.223333333333336
Tamil Nadu,2017-10-07,34.62
Tamil Nadu,2017-10-08,30.906666666666666
Tamil Nadu,2017-10-09,31.30333333333333
Tamil Nadu,2017-10-10,52.195
Tamil Nadu,2017-10-11,41.3
Tamil Nadu,2017-10-12,35.795
Tamil Nadu,2017-10-13,44.525
Tamil Nadu,2017-10-14,56.36
Tamil Nadu,2017-10-15,37.269999999999996
Tamil Nadu,2017-10-16,35.625
Tamil Nadu,2017-10-17,68.00999999999999
Tamil Nadu,2017-10-18,193.29500000000002
Tamil Nadu,2017-10-19,186.49333333333334
Tamil Nadu,2017-10-20,69.54333333333334
Tamil Nadu,2017-10-21,33.339999999999996
Tamil Nadu,2017-10-22,31.174999999999997
Tamil Nadu,2017-10-23,48.806666666666665
Tamil Nadu,2017-10-24,43.25333333333333
Tamil Nadu,2017-10-25,43.47666666666667
Tamil Nadu,2017-10-26,27.206666666666667
Tamil Nadu,2017-10-27,26.566666666666666
Tamil Nadu,2017-10-28,53.37
Tamil Nadu,2017-10-29,62.08
Tamil Nadu,2017-10-30,20.375
Tamil Nadu,2017-10-31,40.693333333333335
Tamil Nadu,2017-11-01,24.564999999999998
Tamil Nadu,2017-11-02,25.333333333333332
Tamil Nadu,2017-11-03,29.96666666666667
Tamil Nadu,2017-11-04,27.540000000000003
Tamil Nadu,2017-11-05,24.366666666666664
Tamil Nadu,2017-11-06,29.63
Tamil Nadu,2017-11-07,33.666666666666664
Tamil Nadu,2017-11-08,37.64
Tamil Nadu,2017-11-09,40.876666666666665
Tamil Nadu,2017-11-10,68.30333333333333
Tamil Nadu,2017-11-11,70.80333333333333
Tamil Nadu,2017-11-12,81.94666666666667
Tamil Nadu,2017-11-13,48.07333333333333
Tamil Nadu,2017-11-14,30.570000000000004
Tamil Nadu,2017-11-15,41.35333333333333
Tamil Nadu,2017-11-16,45.77
Tamil Nadu,2017-11-17,58.95666666666667
Tamil Nadu,2017-11-18,24.72666666666667
Tamil Nadu,2017-11-19,22.80666666666667
Tamil Nadu,2017-11-20,22.733333333333334
Tamil Nadu,2017-11-21,18.436666666666667
Tamil Nadu,2017-11-22,41.9
Tamil Nadu,2017-11-23,79.51
Tamil Nadu,2017-11-24,75.59666666666666
Tamil Nadu,2017-11-25,90.46333333333332
Tamil Nadu,2017-11-26,57.49333333333333
Tamil Nadu,2017-11-27,37.82666666666667
Tamil Nadu,2017-11-28,43.09
Tamil Nadu,2017-11-29,36.550000000000004
Tamil Nadu,2017-11-30,27.713333333333335
Tamil Nadu,2017-12-01,28.42
Tamil Nadu,2017-12-02,50.89
Tamil Nadu,2017-12-03,46.635000000000005
Tamil Nadu,2017-12-04,37.60666666666667
Tamil Nadu,2017-12-05,34.943333333333335
Tamil Nadu,2017-12-06,38.096666666666664
Tamil Nadu,2017-12-07,94.87333333333333
Tamil Nadu,2017-12-08,73.05666666666666
Tamil Nadu,2017-12-09,77.09
Tamil Nadu,2017-12-10,79.28666666666668
Tamil Nadu,2017-12-11,70.02
Tamil Nadu,2017-12-12,60.5
Tamil Nadu,2017-12-13,45.876666666666665
Tamil Nadu,2017-12-14,46.64333333333334
Tamil Nadu,2017-12-15,59.696666666666665
Tamil Nadu,2017-12-16,54.87
Tamil Nadu,2017-12-17,50.07333333333333
Tamil Nadu,2017-12-18,47.723333333333336
Tamil Nadu,2017-12-19,41.06666666666667
Tamil Nadu,2017-12-20,45.15333333333333
Tamil Nadu,2017-12-21,52.1
Tamil Nadu,2017-12-22,63.673333333333325
Tamil Nadu,2017-12-23,38.95333333333333
Tamil Nadu,2017-12-24,51.21666666666667
Tamil Nadu,2017-12-25,53.02333333333333
Tamil Nadu,2017-12-26,79.71666666666665
Tamil Nadu,2017-12-27,82.28
Tamil Nadu,2017-12-28,63.123333333333335
Tamil Nadu,2017-12-29,52.36333333333334
Tamil Nadu,2017-12-30,53.72
Tamil Nadu,2017-12-31,48.28333333333333
Tamil Nadu,2018-01-01,51.166666666666664
Tamil Nadu,2018-01-02,58.45666666666667
Tamil Nadu,2018-01-03,56.68666666666667
Tamil Nadu,2018-01-04,113.20666666666666
Tamil Nadu,2018-01-05,76.76666666666667
Tamil Nadu,2018-01-06,76.39999999999999
Tamil Nadu,2018-01-07,62.123333333333335
Tamil Nadu,2018-01-08,76.69
Tamil Nadu,2018-01-09,53.18333333333334
Tamil Nadu,2018-01-10,66.55
Tamil Nadu,2018-01-11,79.23
Tamil Nadu,2018-01-12,82.65
Tamil Nadu,2018-01-13,164.36666666666667
Tamil Nadu,2018-01-14,76.62333333333333
Tamil Nadu,2018-01-15,68.45333333333333
Tamil Nadu,2018-01-16,74.61999999999999
Tamil Nadu,2018-01-17,71.03666666666666
Tamil Nadu,2018-01-18,68.45333333333333
Tamil Nadu,2018-01-19,70.06333333333333
Tamil Nadu,2018-01-20,68.88666666666667
Tamil Nadu,2018-01-21,85.98333333333333
Tamil Nadu,2018-01-22,70.47000000000001
Tamil Nadu,2018-01-23,80.58333333333333
Tamil Nadu,2018-01-24,80.14999999999999
Tamil Nadu,2018-01-25,84.31
Tamil Nadu,2018-01-26,74.02666666666666
Tamil Nadu,2018-01-27,80.11333333333333
Tamil Nadu,2018-01-28,71.52666666666667
Tamil Nadu,2018-01-29,72.69333333333334
Tamil Nadu,2018-01-30,68.01333333333334
Tamil Nadu,2018-01-31,76.67
Tamil Nadu,2018-02-01,62.5
Tamil Nadu,2018-02-02,78.67999999999999
Tamil Nadu,2018-02-03,74.22
Tamil Nadu,2018-02-04,36.846666666666664
Tamil Nadu,2018-02-05,38.00333333333334
Tamil Nadu,2018-02-06,43.13999999999999
Tamil Nadu,2018-02-07,33.43666666666667
Tamil Nadu,2018-02-08,34.52333333333333
Tamil Nadu,2018-02-09,49.06333333333333
Tamil Nadu,2018-02-10,50.85666666666666
Tamil Nadu,2018-02-11,52.68333333333334
Tamil Nadu,2018-02-12,46.06666666666667
Tamil Nadu,2018-02-13,76.40333333333334
Tamil Nadu,2018-02-14,55.38666666666666
Tamil Nadu,2018-02-15,63.05666666666667
Tamil Nadu,2018-02-16,57.82333333333333
Tamil Nadu,2018-02-17,55.81
Tamil Nadu,2018-02-18,70.43
Tamil Nadu,2018-02-19,67.83333333333333
Tamil Nadu,2018-02-20,63.29
Tamil Nadu,2018-02-21,74.29666666666667
Tamil Nadu,2018-02-22,59.11666666666667
Tamil Nadu,2018-02-23,50.303333333333335
Tamil Nadu,2018-02-24,48.95666666666667
Tamil Nadu,2018-02-25,31.52666666666667
Tamil Nadu,2018-02-26,48.580000000000005
Tamil Nadu,2018-02-27,73.785
Tamil Nadu,2018-02-28,76.75
Tamil Nadu,2018-03-01,81.98666666666666
Tamil Nadu,2018-03-02,52.339999999999996
Tamil Nadu,2018-03-03,49.836666666666666
Tamil Nadu,2018-03-04,60.17666666666667
Tamil Nadu,2018-03-05,43.629999999999995
Tamil Nadu,2018-03-06,48.43
Tamil Nadu,2018-03-07,68.14333333333333
Tamil Nadu,2018-03-08,82.38333333333334
Tamil Nadu,2018-03-09,61.50333333333333
Tamil Nadu,2018-03-10,70.08333333333333
Tamil Nadu,2018-03-11,59.653333333333336
Tamil Nadu,2018-03-12,93.32000000000001
Tamil Nadu,2018-03-13,30.743333333333336
Tamil Nadu,2018-03-14,26.74333333333333
Tamil Nadu,2018-03-15,31.52
Tamil Nadu,2018-03-16,26.106666666666666
Tamil Nadu,2018-03-17,37.92666666666667
Tamil Nadu,2018-03-18,53.22333333333333
Tamil Nadu,2018-03-19,50.28666666666667
Tamil Nadu,2018-03-20,65.17333333333333
Tamil Nadu,2018-03-21,56.50333333333333
Tamil Nadu,2018-03-22,45.69333333333333
Tamil Nadu,2018-03-23,56.76666666666667
Tamil Nadu,2018-03-24,66.30333333333334
Tamil Nadu,2018-03-25,51.55666666666667
Tamil Nadu,2018-03-26,50.54999999999999
Tamil Nadu,2018-03-27,51.77
Tamil Nadu,2018-03-28,26.349999999999998
Tamil Nadu,2018-03-29,22.930000000000003
Tamil Nadu,2018-03-30,34.85333333333333
Tamil Nadu,2018-03-31,36.86333333333334
Tamil Nadu,2018-04-01,45.245000000000005
Tamil Nadu,2018-04-02,29.073333333333334
Tamil Nadu,2018-04-03,27.82
Tamil Nadu,2018-04-04,24.393333333333334
Tamil Nadu,2018-04-05,38.019999999999996
Tamil Nadu,2018-04-06,38.53
Tamil Nadu,2018-04-07,35.935
Tamil Nadu,2018-04-08,24.515
Tamil Nadu,2018-04-09,26.0
Tamil Nadu,2018-04-10,33.36
Tamil Nadu,2018-04-11,29.34
Tamil Nadu,2018-04-12,26.520000000000003
Tamil Nadu,2018-04-13,100.92666666666668
Tamil Nadu,2018-04-14,22.23
Tamil Nadu,2018-04-15,16.685000000000002
Tamil Nadu,2018-04-16,41.449999999999996
Tamil Nadu,2018-04-17,20.026666666666667
Tamil Nadu,2018-04-18,41.355000000000004
Tamil Nadu,2018-04-19,23.19333333333333
Tamil Nadu,2018-04-20,61.583333333333336
Tamil Nadu,2018-04-21,31.875
Tamil Nadu,2018-04-22,31.22
Tamil Nadu,2018-04-23,38.585
Tamil Nadu,2018-04-24,51.515
Tamil Nadu,2018-04-25,41.315
Tamil Nadu,2018-04-26,38.75
Tamil Nadu,2018-04-27,42.334999999999994
Tamil Nadu,2018-04-28,22.33666666666667
Tamil Nadu,2018-04-29,32.085
Tamil Nadu,2018-04-30,34.20666666666667
Tamil Nadu,2018-05-01,50.31
Tamil Nadu,2018-05-02,52.4
Tamil Nadu,2018-05-03,52.76
Tamil Nadu,2018-05-04,76.945
Tamil Nadu,2018-05-05,27.103333333333335
Tamil Nadu,2018-05-06,39.42
Tamil Nadu,2018-05-07,45.67333333333334
Tamil Nadu,2018-05-08,26.490000000000002
Tamil Nadu,2018-05-09,34.89
Tamil Nadu,2018-05-10,22.625
Tamil Nadu,2018-05-11,19.116666666666664
Tamil Nadu,2018-05-12,20.695
Tamil Nadu,2018-05-13,28.08
Tamil Nadu,2018-05-14,25.14
Tamil Nadu,2018-05-15,27.66
Tamil Nadu,2018-05-16,21.340000000000003
Tamil Nadu,2018-05-17,23.7
Tamil Nadu,2018-05-18,48.5
Tamil Nadu,2018-05-19,35.46
Tamil Nadu,2018-05-20,35.53
Tamil Nadu,2018-05-21,42.595
Tamil Nadu,2018-05-22,52.89
Tamil Nadu,2018-05-23,42.53
Tamil Nadu,2018-05-24,40.245
Tamil Nadu,2018-05-25,21.793333333333333
Tamil Nadu,2018-05-26,36.07666666666667
Tamil Nadu,2018-05-27,51.125
Tamil Nadu,2018-05-28,47.545
Tamil Nadu,2018-05-29,39.95666666666667
Tamil Nadu,2018-05-30,44.175
Tamil Nadu,2018-05-31,55.525
Tamil Nadu,2018-06-01,57.685
Tamil Nadu,2018-06-02,64.65
Tamil Nadu,2018-06-03,50.685
Tamil Nadu,2018-06-04,52.685
Tamil Nadu,2018-06-05,42.26
Tamil Nadu,2018-06-06,357.2866666666667
Tamil Nadu,2018-06-07,36.53666666666667
Tamil Nadu,2018-06-08,36.28
Tamil Nadu,2018-06-09,41.305
Tamil Nadu,2018-06-10,33.795
Tamil Nadu,2018-06-11,41.09
Tamil Nadu,2018-06-12,43.9
Tamil Nadu,2018-06-13,37.78333333333333
Tamil Nadu,2018-06-14,50.269999999999996
Tamil Nadu,2018-06-15,202.21666666666667
Tamil Nadu,2018-06-16,49.625
Tamil Nadu,2018-06-17,59.695
Tamil Nadu,2018-06-18,48.19499999999999
Tamil Nadu,2018-06-19,52.415000000000006
Tamil Nadu,2018-06-20,57.34
Tamil Nadu,2018-06-21,60.065
Tamil Nadu,2018-06-22,57.975
Tamil Nadu,2018-06-23,61.209999999999994
Tamil Nadu,2018-06-24,55.105000000000004
Tamil Nadu,2018-06-25,48.413333333333334
Tamil Nadu,2018-06-26,61.345
Tamil Nadu,2018-06-27,76.525
Tamil Nadu,2018-06-28,54.644999999999996
Tamil Nadu,2018-06-29,57.85
Tamil Nadu,2018-06-30,81.30000000000001
Tamil Nadu,2018-07-01,68.11
Tamil Nadu,2018-07-02,79.74000000000001
Tamil Nadu,2018-07-03,54.995000000000005
Tamil Nadu,2018-07-04,53.965
Tamil Nadu,2018-07-05,55.835
Tamil Nadu,2018-07-06,78.455
Tamil Nadu,2018-07-07,59.93
Tamil Nadu,2018-07-08,53.660000000000004
Tamil Nadu,2018-07-09,62.385000000000005
Tamil Nadu,2018-07-10,56.32
Tamil Nadu,2018-07-11,49.155
Tamil Nadu,2018-07-12,45.32666666666666
Tamil Nadu,2018-07-13,45.815
Tamil Nadu,2018-07-14,48.055
Tamil Nadu,2018-07-15,41.699999999999996
